:START_ID(Movie)|:END_ID(Keyword)|:TYPE
44833|soccer|HAS_KEYWORD
44833|scientist|HAS_KEYWORD
44833|fictional war|HAS_KEYWORD
44833|naval|HAS_KEYWORD
44833|armada|HAS_KEYWORD
44833|battleship|HAS_KEYWORD
44833|naval combat|HAS_KEYWORD
44833|jds myoko|HAS_KEYWORD
44833|lost communication|HAS_KEYWORD
44833|taser|HAS_KEYWORD
44833|buoy|HAS_KEYWORD
44833|communications expert|HAS_KEYWORD
44833|joint chiefs of staff|HAS_KEYWORD
44833|crash landing|HAS_KEYWORD
44833|jet fighter pilot|HAS_KEYWORD
44833|navy lieutenant|HAS_KEYWORD
44833|permission to marry|HAS_KEYWORD
44833|uss john paul jones|HAS_KEYWORD
44833|based on board game|HAS_KEYWORD
44833|aftercreditsstinger|HAS_KEYWORD
44833|mighty mo|HAS_KEYWORD
44833|uss missouri|HAS_KEYWORD
135397|monster|HAS_KEYWORD
135397|dna|HAS_KEYWORD
135397|tyrannosaurus rex|HAS_KEYWORD
135397|velociraptor|HAS_KEYWORD
135397|island|HAS_KEYWORD
135397|sequel|HAS_KEYWORD
135397|suspense|HAS_KEYWORD
135397|disaster|HAS_KEYWORD
135397|escape|HAS_KEYWORD
135397|dinosaur|HAS_KEYWORD
135397|amusement park|HAS_KEYWORD
135397|animal attack|HAS_KEYWORD
135397|theme park|HAS_KEYWORD
135397|jurassic park|HAS_KEYWORD
135397|3d|HAS_KEYWORD
135397|animal horror|HAS_KEYWORD
37724|spy|HAS_KEYWORD
37724|secret agent|HAS_KEYWORD
37724|sociopath|HAS_KEYWORD
37724|killer|HAS_KEYWORD
37724|art gallery|HAS_KEYWORD
37724|british secret service|HAS_KEYWORD
37724|istanbul turkey|HAS_KEYWORD
37724|imax|HAS_KEYWORD
37724|uzi|HAS_KEYWORD
37724|booby trap|HAS_KEYWORD
37724|impersonating a police officer|HAS_KEYWORD
37724|macao|HAS_KEYWORD
558|dual identity|HAS_KEYWORD
558|love of one's life|HAS_KEYWORD
558|pizza boy|HAS_KEYWORD
558|marvel comic|HAS_KEYWORD
558|sequel|HAS_KEYWORD
558|superhero|HAS_KEYWORD
558|doctor|HAS_KEYWORD
558|scientist|HAS_KEYWORD
558|tentacle|HAS_KEYWORD
558|death|HAS_KEYWORD
558|super villain|HAS_KEYWORD
68721|terrorist|HAS_KEYWORD
68721|war on terror|HAS_KEYWORD
68721|tennessee|HAS_KEYWORD
68721|malibu|HAS_KEYWORD
68721|marvel comic|HAS_KEYWORD
68721|superhero|HAS_KEYWORD
68721|based on comic book|HAS_KEYWORD
68721|tony stark|HAS_KEYWORD
68721|iron man|HAS_KEYWORD
68721|aftercreditsstinger|HAS_KEYWORD
68721|marvel cinematic universe|HAS_KEYWORD
68721|mandarin|HAS_KEYWORD
68721|3d|HAS_KEYWORD
68721|war machine|HAS_KEYWORD
68721|iron patriot|HAS_KEYWORD
68721|extremis|HAS_KEYWORD
12155|based on novel|HAS_KEYWORD
12155|fictional place|HAS_KEYWORD
12155|queen|HAS_KEYWORD
12155|fantasy|HAS_KEYWORD
12155|alice in wonderland|HAS_KEYWORD
12155|fantasy world|HAS_KEYWORD
12155|3d|HAS_KEYWORD
36668|mutant|HAS_KEYWORD
36668|marvel comic|HAS_KEYWORD
36668|based on comic book|HAS_KEYWORD
36668|superhuman|HAS_KEYWORD
36668|beast|HAS_KEYWORD
36668|cyclops|HAS_KEYWORD
36668|aftercreditsstinger|HAS_KEYWORD
62211|monster|HAS_KEYWORD
62211|dormitory|HAS_KEYWORD
62211|games|HAS_KEYWORD
62211|animation|HAS_KEYWORD
62211|best friend|HAS_KEYWORD
62211|university|HAS_KEYWORD
62211|scary|HAS_KEYWORD
62211|aftercreditsstinger|HAS_KEYWORD
8373|egypt|HAS_KEYWORD
8373|sun|HAS_KEYWORD
8373|chaos|HAS_KEYWORD
8373|symbol|HAS_KEYWORD
8373|artifact|HAS_KEYWORD
8373|transformers|HAS_KEYWORD
8373|tank|HAS_KEYWORD
8373|robot|HAS_KEYWORD
8373|imax|HAS_KEYWORD
8373|duringcreditsstinger|HAS_KEYWORD
91314|sequel|HAS_KEYWORD
91314|alien|HAS_KEYWORD
91314|transformers|HAS_KEYWORD
91314|giant robot|HAS_KEYWORD
91314|robot|HAS_KEYWORD
91314|imax|HAS_KEYWORD
91314|transforming robot|HAS_KEYWORD
68728|circus|HAS_KEYWORD
68728|witch|HAS_KEYWORD
68728|magic|HAS_KEYWORD
68728|hope|HAS_KEYWORD
68728|illusion|HAS_KEYWORD
68728|lost|HAS_KEYWORD
68728|magic trick|HAS_KEYWORD
68728|wizard|HAS_KEYWORD
68728|3d|HAS_KEYWORD
102382|obsession|HAS_KEYWORD
102382|marvel comic|HAS_KEYWORD
102382|sequel|HAS_KEYWORD
102382|based on comic book|HAS_KEYWORD
102382|electrocution|HAS_KEYWORD
102382|medical experiment|HAS_KEYWORD
102382|electricity|HAS_KEYWORD
102382|super powers|HAS_KEYWORD
20526|artificial intelligence|HAS_KEYWORD
20526|secret identity|HAS_KEYWORD
20526|computer program|HAS_KEYWORD
20526|dystopia|HAS_KEYWORD
20526|computer|HAS_KEYWORD
20526|deception|HAS_KEYWORD
20526|duel|HAS_KEYWORD
20526|motorcycle|HAS_KEYWORD
20526|neon light|HAS_KEYWORD
20526|autocracy|HAS_KEYWORD
49013|car race|HAS_KEYWORD
49013|sequel|HAS_KEYWORD
49013|comedy|HAS_KEYWORD
49013|anthropomorphism|HAS_KEYWORD
49013|best friend|HAS_KEYWORD
49013|duringcreditsstinger|HAS_KEYWORD
44912|dc comics|HAS_KEYWORD
44912|transformation|HAS_KEYWORD
44912|superhero|HAS_KEYWORD
44912|alien|HAS_KEYWORD
44912|alien infection|HAS_KEYWORD
44912|magical object|HAS_KEYWORD
44912|protector|HAS_KEYWORD
44912|super powers|HAS_KEYWORD
44912|origin|HAS_KEYWORD
44912|3d|HAS_KEYWORD
10193|hostage|HAS_KEYWORD
10193|college|HAS_KEYWORD
10193|toy|HAS_KEYWORD
10193|barbie|HAS_KEYWORD
10193|animation|HAS_KEYWORD
10193|escape|HAS_KEYWORD
10193|day care|HAS_KEYWORD
10193|teddy bear|HAS_KEYWORD
10193|duringcreditsstinger|HAS_KEYWORD
10193|toy comes to life|HAS_KEYWORD
10193|personification|HAS_KEYWORD
10193|inanimate objects coming to life|HAS_KEYWORD
10193|toy story|HAS_KEYWORD
534|saving the world|HAS_KEYWORD
534|artificial intelligence|HAS_KEYWORD
534|prophecy|HAS_KEYWORD
534|san francisco|HAS_KEYWORD
534|cyborg|HAS_KEYWORD
534|killer robot|HAS_KEYWORD
534|gas station|HAS_KEYWORD
534|post-apocalyptic|HAS_KEYWORD
534|dystopia|HAS_KEYWORD
534|army|HAS_KEYWORD
534|firearm|HAS_KEYWORD
534|wartime|HAS_KEYWORD
534|los angeles|HAS_KEYWORD
168259|car race|HAS_KEYWORD
168259|speed|HAS_KEYWORD
168259|revenge|HAS_KEYWORD
168259|suspense|HAS_KEYWORD
168259|car|HAS_KEYWORD
168259|race|HAS_KEYWORD
168259|muscle car|HAS_KEYWORD
72190|dystopia|HAS_KEYWORD
72190|apocalypse|HAS_KEYWORD
72190|zombie|HAS_KEYWORD
72190|nuclear weapons|HAS_KEYWORD
72190|multiple perspectives|HAS_KEYWORD
72190|zombie apocalypse|HAS_KEYWORD
127585|1970s|HAS_KEYWORD
127585|mutant|HAS_KEYWORD
127585|time travel|HAS_KEYWORD
127585|marvel comic|HAS_KEYWORD
127585|based on comic book|HAS_KEYWORD
127585|superhuman|HAS_KEYWORD
127585|storm|HAS_KEYWORD
127585|beast|HAS_KEYWORD
127585|aftercreditsstinger|HAS_KEYWORD
127585|changing the past or future|HAS_KEYWORD
54138|spacecraft|HAS_KEYWORD
54138|friendship|HAS_KEYWORD
54138|sequel|HAS_KEYWORD
54138|futuristic|HAS_KEYWORD
54138|space|HAS_KEYWORD
54138|alien|HAS_KEYWORD
54138|imax|HAS_KEYWORD
54138|space opera|HAS_KEYWORD
54138|terrorist bombing|HAS_KEYWORD
54138|3d|HAS_KEYWORD
81005|based on fairy tale|HAS_KEYWORD
81005|giant|HAS_KEYWORD
64682|based on novel|HAS_KEYWORD
64682|infidelity|HAS_KEYWORD
64682|obsession|HAS_KEYWORD
64682|hope|HAS_KEYWORD
64682|3d|HAS_KEYWORD
9543|persia|HAS_KEYWORD
9543|sandstorm|HAS_KEYWORD
9543|brother against brother|HAS_KEYWORD
9543|armageddon|HAS_KEYWORD
9543|regent|HAS_KEYWORD
9543|based on video game|HAS_KEYWORD
68726|dystopia|HAS_KEYWORD
68726|giant robot|HAS_KEYWORD
68726|giant monster|HAS_KEYWORD
68726|apocalypse|HAS_KEYWORD
68726|imax|HAS_KEYWORD
68726|duringcreditsstinger|HAS_KEYWORD
68726|3d|HAS_KEYWORD
38356|moon|HAS_KEYWORD
38356|spacecraft|HAS_KEYWORD
38356|traitor|HAS_KEYWORD
38356|bodyguard|HAS_KEYWORD
38356|alien planet|HAS_KEYWORD
38356|based on cartoon|HAS_KEYWORD
38356|transformers|HAS_KEYWORD
38356|giant robot|HAS_KEYWORD
38356|sabotage|HAS_KEYWORD
38356|word domination|HAS_KEYWORD
38356|commando|HAS_KEYWORD
38356|duringcreditsstinger|HAS_KEYWORD
217|saving the world|HAS_KEYWORD
217|riddle|HAS_KEYWORD
217|whip|HAS_KEYWORD
217|treasure|HAS_KEYWORD
217|mexico city|HAS_KEYWORD
217|leather jacket|HAS_KEYWORD
217|machinegun|HAS_KEYWORD
217|alien phenomenons|HAS_KEYWORD
217|maya civilization|HAS_KEYWORD
217|peru|HAS_KEYWORD
217|treasure hunt|HAS_KEYWORD
217|nuclear explosion|HAS_KEYWORD
217|refrigerator|HAS_KEYWORD
217|archaeologist|HAS_KEYWORD
217|indiana jones|HAS_KEYWORD
217|archeology |HAS_KEYWORD
105864|tyrannosaurus rex|HAS_KEYWORD
105864|friends|HAS_KEYWORD
105864|alternate history|HAS_KEYWORD
105864|dinosaur|HAS_KEYWORD
105864|fear|HAS_KEYWORD
105864|storm|HAS_KEYWORD
105864|nature|HAS_KEYWORD
105864|human|HAS_KEYWORD
105864|journey|HAS_KEYWORD
62177|scotland|HAS_KEYWORD
62177|rebel|HAS_KEYWORD
62177|bravery|HAS_KEYWORD
62177|kingdom|HAS_KEYWORD
62177|archer|HAS_KEYWORD
62177|wish|HAS_KEYWORD
62177|bear|HAS_KEYWORD
62177|scot|HAS_KEYWORD
62177|rebellious daughter|HAS_KEYWORD
62177|turns into animal|HAS_KEYWORD
62177|archery|HAS_KEYWORD
62177|ruins|HAS_KEYWORD
62177|aftercreditsstinger|HAS_KEYWORD
62177|peace offering|HAS_KEYWORD
62177|woman director|HAS_KEYWORD
62177|courage|HAS_KEYWORD
62177|3d|HAS_KEYWORD
188927|sequel|HAS_KEYWORD
188927|stranded|HAS_KEYWORD
188927|hatred|HAS_KEYWORD
188927|space opera|HAS_KEYWORD
10681|romantic comedy|HAS_KEYWORD
5174|ambassador|HAS_KEYWORD
14161|civilization|HAS_KEYWORD
14161|natural disaster|HAS_KEYWORD
14161|end of the world|HAS_KEYWORD
14161|disaster|HAS_KEYWORD
14161|apocalypse|HAS_KEYWORD
14161|destruction|HAS_KEYWORD
14161|volcanic eruption|HAS_KEYWORD
14161|mayan|HAS_KEYWORD
14161|ark|HAS_KEYWORD
14161|solar|HAS_KEYWORD
14161|destruction  of mankind|HAS_KEYWORD
17979|holiday|HAS_KEYWORD
17979|based on novel|HAS_KEYWORD
17979|victorian england|HAS_KEYWORD
17979|money|HAS_KEYWORD
17979|christmas eve|HAS_KEYWORD
17979|scrooge|HAS_KEYWORD
17979|christmas carol|HAS_KEYWORD
17979|ghost|HAS_KEYWORD
17979|lesson|HAS_KEYWORD
17979|charles dickens|HAS_KEYWORD
17979|christmas|HAS_KEYWORD
76757|jupiter|HAS_KEYWORD
76757|space|HAS_KEYWORD
76757|woman director|HAS_KEYWORD
76757|3d|HAS_KEYWORD
76757|interspecies romance|HAS_KEYWORD
258489|africa|HAS_KEYWORD
258489|feral child|HAS_KEYWORD
258489|tarzan|HAS_KEYWORD
258489|jungle|HAS_KEYWORD
258489|animal attack|HAS_KEYWORD
411|saving the world|HAS_KEYWORD
411|witch|HAS_KEYWORD
411|based on novel|HAS_KEYWORD
411|brother sister relationship|HAS_KEYWORD
411|self sacrifice|HAS_KEYWORD
411|winter|HAS_KEYWORD
411|cupboard|HAS_KEYWORD
411|beaver|HAS_KEYWORD
411|lion|HAS_KEYWORD
411|fairy-tale figure|HAS_KEYWORD
411|battle|HAS_KEYWORD
411|narnia|HAS_KEYWORD
411|fantasy world|HAS_KEYWORD
411|duringcreditsstinger|HAS_KEYWORD
246655|mutant|HAS_KEYWORD
246655|supernatural powers|HAS_KEYWORD
246655|marvel comic|HAS_KEYWORD
246655|superhero|HAS_KEYWORD
246655|based on comic book|HAS_KEYWORD
246655|superhuman|HAS_KEYWORD
246655|apocalypse|HAS_KEYWORD
246655|superhero team|HAS_KEYWORD
246655|world domination|HAS_KEYWORD
246655|aftercreditsstinger|HAS_KEYWORD
246655|1980s|HAS_KEYWORD
155|dc comics|HAS_KEYWORD
155|crime fighter|HAS_KEYWORD
155|secret identity|HAS_KEYWORD
155|scarecrow|HAS_KEYWORD
155|sadism|HAS_KEYWORD
155|chaos|HAS_KEYWORD
155|gotham city|HAS_KEYWORD
155|vigilante|HAS_KEYWORD
155|joker|HAS_KEYWORD
155|superhero|HAS_KEYWORD
155|based on comic book|HAS_KEYWORD
155|tragic hero|HAS_KEYWORD
155|organized crime|HAS_KEYWORD
155|criminal mastermind|HAS_KEYWORD
155|district attorney|HAS_KEYWORD
155|imax|HAS_KEYWORD
155|super villain|HAS_KEYWORD
155|super powers|HAS_KEYWORD
155|batman|HAS_KEYWORD
14160|age difference|HAS_KEYWORD
14160|central and south america|HAS_KEYWORD
14160|balloon|HAS_KEYWORD
14160|animation|HAS_KEYWORD
14160|floating in the air|HAS_KEYWORD
14160|duringcreditsstinger|HAS_KEYWORD
14160|exploring|HAS_KEYWORD
15512|alien|HAS_KEYWORD
15512|giant robot|HAS_KEYWORD
15512|duringcreditsstinger|HAS_KEYWORD
1726|middle east|HAS_KEYWORD
1726|arms dealer|HAS_KEYWORD
1726|malibu|HAS_KEYWORD
1726|marvel comic|HAS_KEYWORD
1726|superhero|HAS_KEYWORD
1726|based on comic book|HAS_KEYWORD
1726|tony stark|HAS_KEYWORD
1726|iron man|HAS_KEYWORD
1726|aftercreditsstinger|HAS_KEYWORD
1726|marvel cinematic universe|HAS_KEYWORD
1726|counter terrorism|HAS_KEYWORD
1726|agent coulson|HAS_KEYWORD
44826|library|HAS_KEYWORD
44826|clock|HAS_KEYWORD
44826|film director|HAS_KEYWORD
44826|key|HAS_KEYWORD
44826|toy|HAS_KEYWORD
44826|boy|HAS_KEYWORD
44826|love|HAS_KEYWORD
44826|orphan|HAS_KEYWORD
44826|robot|HAS_KEYWORD
44826|automaton|HAS_KEYWORD
44826|hiding|HAS_KEYWORD
44826|filmmaking|HAS_KEYWORD
44826|leg brace|HAS_KEYWORD
44826|doberman|HAS_KEYWORD
44826|3d|HAS_KEYWORD
8487|steampunk|HAS_KEYWORD
8487|based on tv series|HAS_KEYWORD
8487|steam locomotive|HAS_KEYWORD
8487|drag|HAS_KEYWORD
297761|dc comics|HAS_KEYWORD
297761|shared universe|HAS_KEYWORD
297761|anti hero|HAS_KEYWORD
297761|secret mission|HAS_KEYWORD
297761|villain|HAS_KEYWORD
297761|superhero|HAS_KEYWORD
297761|supervillain|HAS_KEYWORD
297761|dc extended universe|HAS_KEYWORD
2698|father son relationship|HAS_KEYWORD
2698|daily life|HAS_KEYWORD
2698|married couple|HAS_KEYWORD
